Club Name,Type,FB,IG,Website,Notes
Jewish Pre-Health Society,Health / Wellness / Environment,https://www.facebook.com/JPHSUCLAHillel,https://www.instagram.com/jphshillel/,,
Bruin WELL,Health / Wellness / Environment,https://www.facebook.com/groups/209304942422279,https://www.instagram.com/yogaforflexiblefutures/,N/A,
HART at UCLA,"Health / Wellness / Environment, Arts / Dance / Theater",https://www.facebook.com/uclahart,https://www.instagram.com/uclahart/,https://uclahart.wordpress.com/,We are a club that strives to allow students to practice self-care and improve their mental health through art.
MannMukti at UCLA,"Health / Wellness / Environment, Cultural",https://www.facebook.com/MannMukti-UCLA-101788208350616,https://www.instagram.com/mannmuktiucla/,https://mannmuktiucla.wixsite.com/mysite?fbclid=IwAR0N2QgPx8mR__UJWWDOITsU1sG-QzvhB6oY46heO4G3r92zf86kBeslujY,
Advocating Intersectional Medicine,"Health / Wellness / Environment, Other (if other, provide more information in the question below)",https://m.facebook.com/pages/category/Education-Website/AIM-at-UCLA-104964797945892/,https://facebook.com/aimatucla,https://advocatingintersectionalmed.weebly.com/,Pre-Health
Humans of Westwood,"Health / Wellness / Environment, Other (if other, provide more information in the question below)",,@how.ucla,uclahow.com,"HOW is an organization dedicated to creating sustainable aid for our homeless community memberes in Westwood. Our mission statement is to always ask ourselves HOW- how did this person get here, and HOW can we help? The homeless population is disproportionately affected by COVID-19, and so the homeless community are lacking in healthcare access and essential amenities like face masks, vaccines, and food. We want to fix these issues as well as give them chances for upward mobility, by combating stigma, increasing visibility and sharing professional resources."
Coastalong Music and Sustainability Festival,"Health / Wellness / Environment, Other (if other, provide more information in the question below)",https://www.facebook.com/CoastalongFestival/,https://www.instagram.com/coastalong/?hl=en,https://www.coastalongmusicfestival.com,Music and Sustainability!
Juggling Club at UCLA,"Health / Wellness / Environment, Other (if other, provide more information in the question below)",https://www.facebook.com/groups/171418582902286,,,Other category: sports / recreation
SWC BruiNecessities,"Health / Wellness / Environment, Student Resources",https://www.facebook.com/SWCBruiNecessities,https://www.instagram.com/bruinecessities/,https://www.swcbruinecessities.com/,
SWC Body Image,"Health / Wellness / Environment, Student Resources",https://www.facebook.com/UclaBodyImageTaskForce/,https://www.instagram.com/uclabodyimagetaskforce/?hl=en,https://www.bodyimagetaskforce.com/,
HIV Counseling and Testing Coalition,"Health / Wellness / Environment, Student Resources",,@hcatucla,https://www.hcatucla.org/,
Ocean Resources for Conservation and Advocacy (ORCA),"Health / Wellness / Environment, Student Resources",,https://www.instagram.com/uclaorca/?hl=en,https://uclaoceanrca.wixsite.com/mysite,
Fitness Improvement Training Through Exercise and Diet,"Health / Wellness / Environment, Student Resources",,https://www.instagram.com/ucla_fitted/?hl=en,,
Los Angeles Student Educational Outreach,Leadership / Service,https://www.facebook.com/LASEOUCLA/,https://www.instagram.com/ucla.laseo/,laseola.wixsite.com,"LASEO is a volunteer tutoring organization serving middle school students at Berendo Middle School. We primarily tutor in math, but we serve to support students in any academic way."
RADAR at UCLA,Leadership / Service,https://www.facebook.com/groups/348732923238788/about,https://www.instagram.com/radaratucla/,https://www.radaratucla.org/,"RADAR is an acronym for Rheumatic Awareness, Disability Advocacy and Reform. I'm just providing this info just in case it helps our mission come across a bit clearer."
Expressive Movement Initiative (EMI),Leadership / Service,https://www.facebook.com/emiucla/,https://www.instagram.com/emiucla/?hl=en,https://www.emiucla.org/,
Project Literacy at UCLA,Leadership / Service,https://www.facebook.com/prolit/,https://www.instagram.com/uclaprolit/?hl=en,https://prolit.wixsite.com/projectliteracy,
Days for Girls at UCLA,Leadership / Service,,https://www.instagram.com/daysforgirls/,,
School on Wheels at UCLA,Leadership / Service,https://www.facebook.com/SchoolOnWheelsUCLA,https://www.instagram.com/sowucla/,https://schoolonwheelsucla.wixsite.com/home,
Bruins Fighting Pediatric Cancer,Leadership / Service,https://www.facebook.com/uclaBFPC/,ucla_bfpc,https://www.uclabfpc.com/,
The Youth Movement Against Alzheimer's at UCLA,Leadership / Service,https://www.facebook.com/ymaaucla,https://www.instagram.com/uclaymaa/,https://uclaymaa.wixsite.com/my-site,
Glendale Learning Program,Leadership / Service,https://www.facebook.com/UCLAGLP/?ref=page_internal,https://www.instagram.com/uclaglp/,https://glendalelearningprog.wixsite.com/uclaglptest,
Dialogue Society,Leadership / Service,https://www.facebook.com/dialogue.so/,https://www.instagram.com/dialogue_soc/?hl=en,https://dialoguesociety.us/,
Bruins for Accessible Resources,Leadership / Service,,Instagram.com/bar_ucla,https://www.baratucla.com,
UNICEF at UCLA,Leadership / Service,,https://www.instagram.com/unicefatucla/,https://unicefatucla.wordpress.com/,
GIVE at UCLA,Leadership / Service,,https://www.instagram.com/giveatucla/,,
SAASH Satellite at UCLA,Leadership / Service,https://www.facebook.com/saash.org,,,
Bruin Animal Rescue Coalition (BARC) - formerly known as No-Kill Initiative at UCLA,Leadership / Service,https://www.facebook.com/groups/barcatucla,https://www.instagram.com/barc_ucla/,https://barcatucla.wixsite.com/barcucla,
Bruin Partners,Leadership / Service,https://www.facebook.com/bruinpartners/,https://www.instagram.com/bruinpartners/,https://bruinpartners.wixsite.com/ucla,
Paper Airplanes at UCLA,Leadership / Service,https://www.facebook.com/paperairplanesucla/,https://www.instagram.com/paperairplanesucla/,,
Effective Altruism at UCLA,Leadership / Service,https://www.facebook.com/effectivebruins/,https://www.instagram.com/effectivebruins/,https://linktr.ee/effectivebruins,"EA at UCLA is a student group dedicated to Effective Altruism, a social movement centered on maximizing our individual positive impact on the world."
Challah for Hunger,Leadership / Service,,@challahforhungeratucla,,
UMMA Volunteer Project (UVP),Leadership / Service,https://www.facebook.com/ummavolunteerproject/,instagram.com/ummavolunteerproject,ummavp.weebly.com,
Model United Nations,Leadership / Service,https://www.facebook.com/munatucla,https://www.instagram.com/uclamun/,https://uclamun.org,
Bruin Initiative,Leadership / Service,https://www.facebook.com/BruinInitiative/,https://www.instagram.com/bruininitiative/?hl=en,http://bruininitiativ4.wix.com/bruin-initiative,
MoneyThink @ UCLA,Leadership / Service,https://www.facebook.com/uclamoneythink,@uclamoneythink,https://www.uclamoneythink.com/,
Compas,Leadership / Service,https://www.facebook.com/Compas-at-UCLA-101295681770818/,https://instagram.com/compas.ucla?utm_medium=copy_link,,
Engineering Society at UCLA,Leadership / Service,https://www.facebook.com/ESUCLA/,https://www.instagram.com/esucla/,http://www.esuc.ucla.edu/,"The Engineering Society at UCLA (ESUC) is the umbrella organization that aims to build a stronger, ever-improving engineering community by: (1) facilitating communication and collaboration across all bodies of the School of Engineering, (2) providing accessible resources for personal, professional, and academic development, and (3) supporting the endeavors of engineering student leaders."
IMHOME,Leadership / Service,https://www.facebook.com/uclaIMHOME/,,,
Kids Korner at UCLA,Leadership / Service,https://www.facebook.com/uclakidskorner/,https://www.instagram.com/uclakidskorner/,https://thekorner.wixsite.com/kidskorneratucla,
Project Sunshine Chapter at UCLA,Leadership / Service,https://www.facebook.com/UCLAProjectSunshine,https://www.instagram.com/projectsunshineucla/,,
Little Librarians,Leadership / Service,,https://www.instagram.com/littlelibrariansucla/,,
Community Emergency Response Team (CERT),Leadership / Service,,https://www.instagram.com/ucla_cert/,https://arcatucla.weebly.com/cert.html,
InterAxon,Leadership / Service,,https://www.instagram.com/interaxonatucla,http://interaxonatucla.org/,"InterAxon is an undergraduate-run outreach program affiliated with the UCLA Brain Research Institute. Our mission is to create and foster interest, excitement, and curiosity about the brain. We travel to elementary schools, middle schools, and high schools in disadvantaged areas of Los Angeles to work with students at schools receiving poor funding in the sciences. We hope to share our enthusiasm for neuroscience by providing underserved students, who might otherwise lack the opportunity to learn about the brain, a chance to explore the field of neuroscience. We also hold career panels for older students to encourage them to pursue higher education and develop their interests towards careers in science and medicine."
Students Organize for Syria at UCLA,Leadership / Service,https://www.facebook.com/organize4syria.ucla/,https://www.instagram.com/sosucla/?hl=en,https://sosucla.weebly.com/,
Operation Shield,Leadership / Service,,https://www.instagram.com/operationshielducla/,https://linktr.ee/uclaoperationshield,We are a student-led PPE assembly team dedicated to providing free face shields and sanitation kits to individuals experiencing homelessness in downtown LA.
Alpha Phi Omega - Chi Chapter,Leadership / Service,https://www.facebook.com/apoucla,https://www.instagram.com/apoucla/,http://www.apo-x.org/,
Los Angeles (LA) Health Initiative,Leadership / Service,,https://www.instagram.com/la_health_initiative/,,
Science Lab Teaching Club,Leadership / Service,,,https://sltc.physics.ucla.edu/,
Altus,Leadership / Service,,https://instagram.com/altusinitiative?utm_medium=copy_link,https://www.altusinitiative.com/,
Volunteer Income Tax Assistance,Leadership / Service,https://m.facebook.com/vitaucla,https://instagram.com/vitaucla?utm_medium=copy_link,http://vitaucla.org,
Operation Smile Student Club at UCLA,Leadership / Service,,https://www.instagram.com/operationsmileucla/,,Operation Smile is a non-profit organization that provides cleft palate and cleft lip surgery at no cost for those in need around the world. Operation Smile Club at UCLA fundraises for the organization Operation Smile and raises awareness for cleft conditions.
Bruin Tzu Ching,Leadership / Service,https://www.facebook.com/bruin.tzuching/,https://www.instagram.com/bruin.tzuching/,,
New Voters,Leadership / Service,,https://www.instagram.com/newvoters.la/,,
Autism Advocacy at UCLA,Leadership / Service,https://www.facebook.com/Autism-Advocacy-UCLA-113124350541705,https://www.instagram.com/autismadvocacyucla/,https://autismadvocacyucla.wixsite.com/mysite,"Autism Advocacy at UCLA was founded in hopes of providing resources for students to connect and come together to help spread knowledge about autism, educate our peers, and serve those on our campus and in our community. Through fundraising events, volunteering, and various advocacy projects and efforts, we educate students and faculty members on how they are able to make a difference and empower the autistic community in the Los Angeles area. Our goal is to foster an environment of understanding of those on the spectrum and to emphasize learning about autism from those on the spectrum’s experiences rather than merely “raising awareness” of autism."
"Central Valley Project @ UCLA, The",Leadership / Service,https://www.facebook.com/centralvalleyproject/,https://www.instagram.com/cvp_ucla/,http://centralvalleyproject.weebly.com/,
Circle K,Leadership / Service,https://www.facebook.com/groups/UCLACKI,https://www.instagram.com/uclacki/,https://www.uclacki.org/,
American Cancer Society On Campus,Leadership / Service,https://www.facebook.com/UCLARelay,https://www.instagram.com/uclarelay/,https://www.relayatucla.org/,
Asian Pacific Coalition,Leadership / Service,https://www.facebook.com/apcucla,https://www.instagram.com/apcucla/,https://uclaapc.wixsite.com/home,"As the Asian Pacific Coalition at UCLA, we are dedicated to dismantling systems of racial oppression and striving for collective liberation through coalition building with other communities of color. We are committed to creating programming that challenges us to deconstruct our perceptions of society and that is digestible and relevant to all members of our community, both returning and new."
Speak Out for Surgery,Leadership / Service,www.facebook.com/SOSatUCLA,www.instagram.com/speakoutforsurgery/,www.speakoutforsurgery.org,
Message in a Melody,Leadership / Service,https://www.facebook.com/mim.ucla,https://www.instagram.com/ucla.mim/,,
Bruin Shelter,Leadership / Service,https://www.facebook.com/bruinshelter,https://www.instagram.com/bruinshelter/,https://bruinshelter.org/?fbclid=IwAR3zrK4JW2dLZSpXd9IG_mbafuCPt4gDOkYP9KXeN_1KQgiRiiTUItOCOww,
Hunger Project,Leadership / Service,https://www.facebook.com/UCLAHungerProject/,https://www.instagram.com/uclahungerproject/,http://www.hungerprojectatucla.com/,"Hunger Project is an undergraduate-run service organization that aims to combat homelessness and food insecurity, raise awareness, and keep the conversation about homelessness alive in the Greater Los Angeles area."
USAC Community Service Commission,Leadership / Service,https://www.facebook.com/uclacsc/,@uclacsc,https://uclacsc.org/,
Project BRITE (Bruins Reforming Incarceration Through Education),Leadership / Service,https://m.facebook.com/uclaBRITE/,https://instagram.com/uclabrite,https://projectbrite.wixsite.com/home,
Asian American Tutorial Project (AATP),Leadership / Service,,https://www.instagram.com/ucla.aatp/,https://ucla-aatp.weebly.com,"The Asian American Tutorial Project is an all-student run joint tutoring organization between USC, UCLA, and Occidental. Since our establishment, members of AATP have served as both tutors and mentors to under-privileged children in the LA community. AATP provides tutoring and mentoring services to the children of Castelar Elementary in Los Angeles Chinatown such that they are equipped and inspired to pursue a higher education. We give the project’s members an opportunity to interact with the children on academic, social, and recreational levels."
Women and Youth Supporting Each Other (W.Y.S.E.),Leadership / Service,https://www.facebook.com/uclawyse,https://www.instagram.com/wyseatucla/,https://uclawyse.com/,
Building Engineers and Mentors at UCLA (BEAM),Leadership / Service,https://www.facebook.com/uclabeam,https://www.instagram.com/beam_ucla/,https://beam.ucla.edu/,
Aware,Leadership / Service,https://www.facebook.com/ucla.aware,https://www.instagram.com/aware.ucla/,https://awareatucla.weebly.com/,
Bruin Belles Service Association,Leadership / Service,www.facebook.com/bruinbelles,www.instagram.com/bruinbelles/?hl=en,www.bruinbelles.com,
The Women's Network,Leadership / Service,,https://www.instagram.com/thewomensnetwork_ucla/?hl=en,https://thewomensnetworkucla.wordpress.com/,We are a women's empowerment and leadership organization focused on building leaders through networking events and guest speakers. TWN is present at over 100 institutions across the nation.
Camp Kesem,Leadership / Service,https://www.facebook.com/campkesemucla/,https://www.instagram.com/campkesem_ucla/,https://www.campkesem.org/find-a-camp/camp-kesem-at-ucla,
Brain Exercise Initiative,Leadership / Service,,https://www.instagram.com/brainexerciseinitiative/?hl=en,https://www.brainexerciseinitiative.com/,
Project SPELL at UCLA,Leadership / Service,https://www.facebook.com/pg/ProjectSpell/about/,https://www.instagram.com/uclaprojectspell/?hl=en,,"The purpose of Project SPELL is to prepare and deliver effective lessons that help UCLA service employees develop and strengthen communicative skills and competence for application in the workplace and beyond. It is also to encourage student involvement and promote service activities within the UCLA community and beyond. Additionally, Project SPELL aims to build a tight-knit community of tutors through team- and community-building activities and empower them in their professional endeavors through career guidance and networking events."
Masked Heroes Initiative,Leadership / Service,https://www.facebook.com/maskedheroesinitiative/,https://www.instagram.com/maskedheroesinitiative/,https://maskedheroesinitiative.com/,
Women's Empowerment Coalition,Leadership / Service,,https://www.instagram.com/ucla.wec/,https://wecucla.wixsite.com/website,
Hugs in a Blanket,Leadership / Service,,https://www.instagram.com/hugsinablanketclub/,https://hugsinablanket.wordpress.com,
Swipe Out Hunger,Leadership / Service,https://m.facebook.com/uclaswipes/,https://www.instagram.com/uclaswipeouthunger/?hl=en,https://www.uclaswipeouthunger.org/,
Project RISHI,Leadership / Service,https://m.facebook.com/projectrishi/,https://www.instagram.com/projectrishiucla/?hl=en,,
MEDLIFE at UCLA,Leadership / Service,,https://www.instagram.com/uclamedlife/?hl=en,https://uclamedlife.weebly.com/,
LA STOP THE TRAFFIK,Leadership / Service,,https://www.instagram.com/lastopthetraffik/,https://lastopthetraffik.wordpress.com,
Bruin Dine,Leadership / Service,https://www.facebook.com/uclabruindine,https://www.instagram.com/uclabruindine/,,
Rally Committee,Leadership / Service,https://m.facebook.com/uclarally/,https://www.instagram.com/uclarally/?hl=en,https://rallycomm.wixsite.com/index,Join our GroupMe for the most up-to-date information! You're invited to my new group 'UCLA Rally Committee 2021-22' on GroupMe. Click here to join: https://groupme.com/join_group/54018818/yY7Gescq
Rotaract Club @ UCLA,Leadership / Service,https://www.facebook.com/BruinRotaract/,https://www.instagram.com/ucla_rotaract/,https://sites.google.com/wvrc.net/rotaract,
China Care Bruins,Leadership / Service,https://www.facebook.com/CCBatUCLA/,https://instagram.com/ccbatucla?utm_medium=copy_link,https://chinacarebruins.org/,
The Liver Project,Leadership / Service,https://www.facebook.com/TheLiverProjectUCLA/,https://instagram.com/theliverproject?utm_medium=copy_link,http://www.theliverproject.com,
Habitat for Humanity at UCLA,Leadership / Service,https://www.facebook.com/groups/1693033114356682/,https://www.instagram.com/uclahabitat/,,
HUG Moms at UCLA,Leadership / Service,,,,
USAC General Representative #1,Leadership / Service,,https://www.instagram.com/ucla_genrep1/,,"For prospective general staff applicants, this office is intended to be a safe space that upholds and works to promote equity, inclusivity, accessibility, and community at UCLA. Within this office, we will work as a collective towards our goals and provide a space that invites folks of a diversity of experiences and backgrounds to feel supported. As my platforms strive to empower underserved communities with the resources necessary to promote their retention and wellbeing at UCLA, we will establish a clear and healthy line of communication within the office that is sensitive to our capacities as students and as human beings."
Leadership and Educational Advancement Program,Leadership / Service,@leap.ucla,@Leap_ucla,Uclaleap.weebly.com,
Society and Genetics Undergraduate Organization at UCLA,Leadership / Service,https://www.facebook.com/groups/socgen.ucla/?ref=share,https://instagram.com/socgen.ucla?utm_medium=copy_link,https://socgenucla.wixsite.com/sguo,We are an interdisciplinary organization focusing on the intersection of biology and sociology.
MakeLA,Leadership / Service,https://facebook.com/makerspaceLA/,https://www.instagram.com/makela.bruins/,Make-LA.org,
Pinky Swear PACK at UCLA,Leadership / Service,,pspack_ucla,,
Timmy Global Health at UCLA,Leadership / Service,https://www.facebook.com/timmyatucla/,https://www.instagram.com/timmyatucla/,https://socialtimmyatucla.wixsite.com/timmyatucla,We are a community service/public health oriented club!
Genocide Relief and Awareness Club,Leadership / Service,,https://instagram.com/grac.ucla?utm_medium=copy_link,https://community.ucla.edu/studentorg/4510,
"Student Alumni Association at UCLA, The",Leadership / Service,https://www.facebook.com/saa.ucla/,https://www.instagram.com/saaucla/,https://alumni.ucla.edu/student-alumni-association/,"Looking to create lifelong memories with a new family at UCLA while taking part in some of the most iconic events and traditions on campus? Whether it?s putting on Spring Sing and Beat 'SC Bonfire, or building community and lifelong memories at a variety of internal bonding events, the Student Alumni Association at UCLA is a leadership and service organization of 100 undergraduate students that seeks to enhance the Bruin experience and facilitate interactions between students and alumni on campus. Applications are open from Wednesday, September 22nd (Week 0) to Wednesday, October 6th (Week 2). We can’t wait to welcome you to our SAA family!"
Best Buddies at UCLA,Leadership / Service,https://www.facebook.com/BestBuddiesatUcla,https://www.instagram.com/bestbuddiesucla,http://www.bbucla.com,
"Pediatric AIDS Coalition , originally#10",Leadership / Service,https://www.facebook.com/pacucla,https://www.instagram.com/pac_ucla/,https://pediatricaidscoalitionuclaedu.wordpress.com/,"The Pediatric AIDS Coalition is a nonprofit organization fighting to create an AIDS-free generation of children and combat the stigma associated with HIV/AIDS by organizing UCLA's iconic Dance Marathon, one of the university's largest traditions in which thousands of students take a literal stand against pediatric AIDS. With over 16 committees with various and vital purposes, PAC offers something for anyone and everyone with a passion to improve the wellbeing of children across the world!"
Incarcerated Youth Tutorial Project (IYTP),Leadership / Service,https://m.facebook.com/IYTPucla/,https://instagram.com/iytp.at.ucla?utm_medium=copy_link,https://iytp.weebly.com/,
GlobeMed,Leadership / Service,https://www.facebook.com/globemedatucla,http://instagram.com/globemedatucla,https://globemedatucla.wordpress.com/,Mailing List: https://tinyurl.com/globemedfall2021
"Aspire, Learn, Mentor, Achieve (ALMA) Science Academy de UCLA",Leadership / Service,https://www.facebook.com/almasciencebruins/,https://www.instagram.com/almasciencebruins/,,We are part of CPOSA.
American Red Cross at UCLA,Leadership / Service,https://m.facebook.com/uclaredcross/,https://www.instagram.com/arcuclabruins/,https://linktr.ee/uclaredcross,
Bhagat Puran Singh Health Initiative,Leadership / Service,https://www.facebook.com/UCLABPSHI/,https://www.instagram.com/uclabpshi/?hl=en,https://uclabpshi.wixsite.com/bpshi,
MedReach,Leadership / Service,,https://www.instagram.com/medreach_ucla,https://medreachucla.wixsite.com/website,
TechConnected,Leadership / Service,https://www.facebook.com/techconnecteducla/,https://www.instagram.com/techconnecteducla/,uclatechconnected.org,
Students Vs Pandemics,Leadership / Service,https://www.facebook.com/svp.at.losangeles,https://www.instagram.com/svp_la/,https://www.studentsvspandemics.com/la,
buildOn at UCLA,Leadership / Service,,https://instagram.com/uclabuildon?utm_medium=copy_link,https://buildonatucla.wixsite.com/buildon,
Bruin Beans Health Club,Leadership / Service,https://www.facebook.com/bruinbeanshc/,https://www.instagram.com/bruinbeans/?hl=en,https://www.uclahealth.org/core-kidney/bruin-beans,
RISE at UCLA,Leadership / Service,,https://www.instagram.com/riseucla/,,
Engineers Without Borders,Leadership / Service,,@ewbucla,https://www.ewb-ucla.org/,Slack: https://uclaewb.slack.com
1girl at UCLA,Leadership / Service,https://www.facebook.com/1girlUCLA/,https://www.instagram.com/1girl_ucla/,https://1girl.org,
USAC Office of the President,Leadership / Service,https://www.facebook.com/USACpresident/,https://instagram.com/uclapresident?utm_medium=copy_link,https://www.usacpresident.com/,
Music & Memory at UCLA,Leadership / Service,https://www.facebook.com/musicandmemoryucla,https://www.instagram.com/musicmemoryucla,https://musicandmemory.org/,
Bruin Tutor Network,Leadership / Service,,,,Contact email: susybruin2000@g.ucla.edu
SLAM! @ UCLA (formerly Student Leader Advocates of Music),"Leadership / Service, Arts / Dance / Theater",https://www.facebook.com/slamucla,https://www.instagram.com/slamatucla/,https://bruinslam.org/,
Artreach at UCLA,"Leadership / Service, Arts / Dance / Theater",https://www.facebook.com/artreachatucla/,https://www.instagram.com/artreachatucla/?hl=en,https://artreachatucla.wixsite.com/website,We are a community service org!
Hidden Road Initiative,"Leadership / Service, Cultural, Other (if other, provide more information in the question below)",https://www.facebook.com/TheHiddenRoadInitiative,https://www.instagram.com/ucla_hri/,https://www.hiddenroadinitiative.org,"The Hidden Road Initiative (HRI) is a student operated, charitable non-profit organization dedicated to service and community involvement, and provides educational and leadership opportunities to underprivileged students living in remote villages in Armenia. HRI aims to enhance the social capabilities of the village children and empower a new generation of students providing college scholarships, running youth-led educational summer camps with volunteers from across the world, and ultimately training the youth of the village to run service programs themselves. HRI also works to promote the economy and social equality of remote village schools by conducting various development projects, such as renovating schools, installing computer rooms and constructing kindergartens. Each quarter, we plan multiple events and fundraisers, as well as group outings and bonding events."
Reforming Education to Diminish Incarceration (R.E.D.I),"Leadership / Service, Cultural, Student Resources",https://www.facebook.com/UCLAREDI/,,,
Armenian Pre-Health Society,"Leadership / Service, Cultural, Student Resources",,,,It is best if we be placed near the Armenian Student Association so that pre-health students signing up for ASA can easily sign up for our org as well
Bruin Vision Project,"Leadership / Service, Health / Wellness / Environment",https://www.facebook.com/bruinvisionprojectatucla,https://instagram.com/bruinvisionproject?utm_medium=copy_link,https://bruinvisionproject.weebly.com/,"Bruin Vision Project is for anyone interested in a health career, health equity, and serving disadvantaged communities. Bruin Vision Project is committed to providing vision screenings to individuals without proper eye care. Members have the opportunity to join our mentorship program, participate in educational outreach to local youth, attend panels with health professionals and medical students, and be involved with vision care in the community. Meet people with similar interests and goals, volunteer locally, and learn about vision care in the modern world."
Sports Medicine Club,"Leadership / Service, Health / Wellness / Environment",https://www.facebook.com/sportsmedatucla,https://www.instagram.com/sportsmedatucla/,https://sportsmedatucla.wixsite.com/sports-medicine-club,
Pilipinos for Community Health,"Leadership / Service, Health / Wellness / Environment",https://www.facebook.com/uclapch,https://www.instagram.com/uclapch/,http://pchatucla.weebly.com,Join our interest form here! https://docs.google.com/forms/d/e/1FAIpQLScINh2Nfk4EPLL8_I4i8dmq28fYQr1H5Za85NMLl_z1C-cdsg/viewform
Community Medicine in Los Angeles (Formerly Community Medicine in Koreatown),"Leadership / Service, Health / Wellness / Environment",https://www.facebook.com/cmlaucla,https://www.instagram.com/ucla.cmla/,https://cmlaucla.wordpress.com,
Be Green Bruin,"Leadership / Service, Health / Wellness / Environment",https://www.facebook.com/begreen.bruin,https://www.instagram.com/begreenbruin/?hl=en,,
Special Olympics at UCLA,"Leadership / Service, Health / Wellness / Environment",@UCLASpecialOlympics,@bruinspecialo,,"Since our founding in 1979, Special Olympics at UCLA has served throughout the past four decades as one of premiere organizations on campus for people with intellectual disabilities. Each week we bring athletes from around the city to our campus, creating a safe, inclusive environment that promotes growth both personally and on a team level. Through both practices and tournaments, we form meaningful relationships with athletes: supporting them emotionally, fostering healthy lifestyles, and working to end negative stigmas. Though diverse, the coaches and athletes are a unified family at Special Olympics."
OpiVOID at UCLA,"Leadership / Service, Health / Wellness / Environment",,https://www.instagram.com/opivoid_ucla/,https://www.opivoiducla.org/,Serving the LA community by directly fighting and increasing awareness around the Opioid Epidemic.
Happy Feet Clinic,"Leadership / Service, Health / Wellness / Environment",,,,
The W.A.T.C.H.,"Leadership / Service, Health / Wellness / Environment",,,,
Students United for America's Toothfairy at UCLA,"Leadership / Service, Health / Wellness / Environment",,https://instagram.com/suat_ucla?utm_medium=copy_link,https://suatucla.wordpress.com/,"SUAT at UCLA is a chapter of Students United for America’s Toothfairy, a signature program of the National Children’s Oral Health Foundation (NCOHF). Students United for America’s ToothFairy (SUAT) chapters provide vital oral health education programs and delivery of preventive services for at-risk children and their families. Visit ncohf.org for more information about the National Children’s Oral Health Foundation."
Heart in Hand LA (HiHLA),"Leadership / Service, Health / Wellness / Environment",https://www.facebook.com/Heartinhandla/,https://www.instagram.com/heartinhandla/,http://www.heartinhandla.org,
Vascular Awareness Society,"Leadership / Service, Health / Wellness / Environment",,,,
United Students for Veterans' Health @UCLA,"Leadership / Service, Health / Wellness / Environment",,https://instagram.com/usvhbruins?utm_medium=copy_link,,
Crafting for Cancer,"Leadership / Service, Health / Wellness / Environment, Arts / Dance / Theater",,https://instagram.com/ucla_cfc?utm_medium=copy_link,,Crafting for Cancer is a student organization that is focused on advocating for cancer patients by crocheting beanies and creating other crafts for those undergoing chemotherapy at local hospitals.
"SCOPE: Students for Community Outreach, Promotion and Education","Leadership / Service, Health / Wellness / Environment, Student Resources",https://www.facebook.com/scopeatucla,https://www.instagram.com/scopeucla/,http://www.uclascope.org/,
Nova,"Leadership / Service, Other (if other, provide more information in the question below)",https://www.facebook.com/novaforgood,https://www.instagram.com/novaforgood/,https://www.novaforgood.org/,"Primary categories: Technology, engineering, design, marketing, business. Nova is a team of students at UCLA who aim to create high-impact technology that empowers nonprofits to better serve their communities."
Den Operations Club,"Leadership / Service, Other (if other, provide more information in the question below)",https://www.facebook.com/uclatheden,https://www.instagram.com/uclatheden/?hl=en,"https://uclabruins.com/sports/2020/7/8/ucla-den-pass.aspx#:~:text=As%20a%20thank%20you%20to,22%20den%20pass%20for%20%24169.",The student group that runs the student section–The Den–from behind the scenes. We work directly with the UCLA Athletics marketing department and coaches to promote sports culture and hyped game day atmospheres.
Spare a Pair,"Leadership / Service, Other (if other, provide more information in the question below)",,instagram.com/spareapair,,"We are a volunteer and community service club, helping donate sneakers to the homeless and underprivileged communities of LA."
Homecoming at UCLA,"Leadership / Service, Other (if other, provide more information in the question below)",https://www.facebook.com/HomecomingatUCLA/,https://www.instagram.com/homecoming_ucla/,https://alumni.ucla.edu/homecoming/,Leadership/Spirit Organization
Liberty in North Korea at UCLA,"Leadership / Service, Other (if other, provide more information in the question below)",https://www.facebook.com/uclalink,https://instagram.com/linkucla?utm_medium=copy_link,https://uclalink.wixsite.com/link,Advocate for human rights organization
International Justice Mission,"Leadership / Service, Religious, Other (if other, provide more information in the question below)",https://www.facebook.com/pages/category/Religious-Organization/IJM-at-UCLA-1090682234425711/,https://www.instagram.com/ijmatucla/,,"IJM at UCLA is a chapter of the International Justice Mission, the largest anti-human trafficking organization in the States. We focus on advocacy and fundraising for rescue missions."
Good Clothes Good People,"Leadership / Service, Student Resources",facebook.com/goodclothesgoodpeople,instagram.com/goodclothesgoodpeople,goodclothesgoodpeople.org,
Afrikan Student Union,"Leadership / Service, Student Resources",,,,"The Afrikan Student Union is a political, social and cultural organization. We are the mother org of all Black student initiated student run organizations on campus."
Bedside Manner Initiative,"Leadership / Service, Student Resources",,,,
Tau Sigma National Honor Society for Transfer Students,"Leadership / Service, Student Resources",https://m.facebook.com/tausigmaucla/,https://www.instagram.com/uclatausigma/?hl=en,https://uclatausigma.wordpress.com/?ltclid=5799785d-fa51-4a0e-aec6-703aff290cda,
Student Transfer Outreach and Mentor Program,"Leadership / Service, Student Resources, Other (if other, provide more information in the question below)",https://m.facebook.com/STOMPatUCLA/,@STOMPatUCLA,https://admission.ucla.edu/apply/transfer/student-transfer-outreach-mentor-program,Transfer Students
The Bruin Review,"Other (if other, provide more information in the question below)",https://www.facebook.com/RealBruinReview/,https://instagram.com/bruinreview?utm_medium=copy_link,bruinreview.com,The Bruin Review is a club and publication striving to promote civil discourse and diversity of opinion on campus.
